0    0.035255978504816675 0.45778021713097888  -0.35999999999999999  -0.54119312763214111         -1 -1 -0.8906288743019104 1 1 0.97240996360778809 -0.67402684688568115 -1 0.86610722541809082 1 0.85216701030731201 0.069808244705200195 -0.89845025539398193 -1 0.11736583709716797 -0.79411470890045166 -0.80630922317504883 -0.7598721981048584 
1    0.03467696905136107 0.48830116353929043  -0.29999999999999999  -0.35027205944061279         -1 -1 -1 1 1 0.75010406970977783 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33647215366363525 -1 -0.9408642053604126 0.46648645401000977 -0.89214283227920532 -1 -0.7598721981048584 
2    0.045296827952067041 0.35275369137525558  -0.01  -0.63634574413299561         -0.82558798789978027 -1 -1 1 1 0.96807074546813965 -0.98780500888824463 -0.42728590965270996 0.602683424949646 1 1 0.20595157146453857 -1 -1 0.14387691020965576 0.64558374881744385 -0.620868980884552 -0.32290858030319214 
3    0.0452753702799479 0.36473460992177326  -0.059999999999999998  -0.63826191425323486         -0.89146411418914795 -1 -0.8354375958442688 1 1 0.97240996360778809 -0.55227160453796387 -0.36047190427780151 0.86610722541809082 1 1 0.39754962921142578 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.53129106760025024 -0.45794355869293213 -0.65476900339126587 
4    0.043555627266565942 0.37447184820969898  -0.080000000000000002  -0.61675667762756348         -0.89146411418914795 -1 -0.8354375958442688 1 1 0.97240996360778809 -0.70371347665786743 -0.53457903861999512 0.86610722541809082 1 1 0.29512643814086914 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.53129106760025024 -0.45794355869293213 -0.65476900339126587 
5    0.044406980276107774 0.38860913862784702  -0.11  -0.58958429098129272         -0.89146411418914795 -0.9762645959854126 -0.8354375958442688 1 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 0.86610722541809082 1 1 0.33161735534667969 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.69758439064025879 -0.54132837057113647 -0.65476900339126587 
6    0.042422542969385767 0.39597176512082416  0.040000000000000001  -0.40709185600280762         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.95333075523376465 1 1 -0.49269372224807739 -1 0.57206201553344727 1 1 0.21469676494598389 -1 -1 0.57627904415130615 -0.88498228788375854 -1 -0.7598721981048584 
7    0.044342756271362291 0.40075503165523213  0.070000000000000007  -0.35891363024711609         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.80374801158905029 1 1 -0.20184707641601562 -0.81976723670959473 1 1 1 0.36115288734436035 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.7598721981048584 
8    0.045258382956186914 0.4127442141373952  0.029999999999999999  -0.34915149211883545         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.95333075523376465 1 1 -0.34933841228485107 -1 0.57951390743255615 1 1 0.21469676494598389 -1 -1 0.57627904415130615 -0.69100451469421387 -1 -0.7598721981048584 
9    0.044942180315653467 0.41945174833138782  0.029999999999999999  -0.32038399577140808         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.80374801158905029 1 1 -0.20184707641601562 -0.81976723670959473 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.99734348058700562 -1 -0.7598721981048584 
10    0.041206012169520044 0.4319271060327689  -0.02  -0.31459781527519226         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.80374801158905029 1 1 -0.34933841228485107 -1 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.7598721981048584 
11    0.044602185487747179 0.44555299480756122  -0.050000000000000003  -0.28798875212669373         -0.86081647872924805 -0.955158531665802 -0.94425326585769653 0.75108957290649414 1 1 -0.34933841228485107 -1 0.81480169296264648 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.76268362998962402 
12    0.043051570653915391 0.4495923426002264  -0.059999999999999998  -0.27973887324333191         -0.79179006814956665 -0.955158531665802 -0.94425326585769653 0.89972364902496338 1 1 -0.34933841228485107 -1 0.81480169296264648 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.76268362998962402 
13    0.044526288906733179 0.46794881299138069  -0.11  -0.250506192445755         -0.86081647872924805 -1 -0.90630608797073364 0.80374801158905029 1 1 -0.31025266647338867 -1 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.65770924091339111 
14    0.04518343011538186 0.4745450836295883  -0.14000000000000001  -0.2518182098865509         -0.86081647872924805 -1 -0.90630608797073364 0.80374801158905029 1 1 -0.34933841228485107 -1 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.65770924091339111 
15    0.041319062312444033 0.48903074068948627  -0.28999999999999998  -0.33782047033309937         -0.92455410957336426 -1 -1 1 1 0.75010406970977783 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33821976184844971 -1 -0.9408642053604126 0.46648645401000977 -0.89214283227920532 -1 -0.7598721981048584 
16    0.041250218947728456 0.49482720779875916  -0.27000000000000002  -0.29255074262619019         -0.88506174087524414 -1 -1 0.9577949047088623 1 1 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33821976184844971 -1 -1 0.46648645401000977 -0.89214283227920532 -1 -0.74296259880065918 
17    0.043729523817698145 0.50305767054669559  -0.26000000000000001  -0.24659731984138489         -0.86081647872924805 -1 -1 1 1 1 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33821976184844971 -1 -1 0.46648645401000977 -0.89214283227920532 -1 -0.73889827728271484 
18    0.042232702175776148 0.5107135740108788  -0.31  -0.26320058107376099         -0.88506174087524414 -1 -1 1 1 1 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33821976184844971 -1 -1 0.46648645401000977 -0.89214283227920532 -1 -0.74296259880065918 
19    0.041800270477930689 0.52587003322939074  -0.38  -0.26719942688941956         -1 -1 -1 1 1 1 -0.63371634483337402 -0.60182642936706543 1 1 0.80730020999908447 0.33821976184844971 -1 -0.9408642053604126 0.46648645401000977 -0.89214283227920532 -1 -0.7598721981048584 
20    0.042139321565628038 0.54644539517660939  0.22  -0.422188401222229         -0.88436651229858398 -1 -0.94368690252304077 0.91236221790313721 1 -0.70357972383499146 -1 -0.67851626873016357 -0.78679287433624268 -0.47523164749145508 -0.59480500221252441 0.30897879600524902 -0.93061208724975586 -1 0.47189927101135254 0.72206246852874756 1 -0.71565365791320801 
21    0.039655695358912134 0.60063606003920234  0.26000000000000001  -0.69044899940490723         -0.30387711524963379 -1 -0.94017904996871948 0.98955976963043213 1 -0.74291121959686279 -1 -0.73933804035186768 -0.95111572742462158 -0.50390154123306274 -0.69819730520248413 0.31314849853515625 -1 -1 0.73955059051513672 1 1 -0.57378089427947998 
22    0.03875755270322162 0.60369510700305307  0.20999999999999999  -0.65228033065795898         -0.30387711524963379 -0.73813509941101074 -0.94017904996871948 0.98955976963043213 1 -0.74291121959686279 -1 -0.73933804035186768 -0.95111572742462158 -0.50390154123306274 -0.69819730520248413 0.31314849853515625 -1 -1 0.73955059051513672 1 1 -0.57378089427947998 
23    0.044200648864110292 0.61457882821559906  0.19  -0.68255406618118286         -0.30387711524963379 -1 -0.94017904996871948 0.98955976963043213 1 -0.74291121959686279 -1 -0.73933804035186768 -0.95111572742462158 -0.62732219696044922 -1 0.31314849853515625 -1 -1 0.73955059051513672 1 1 -0.57378089427947998 
24    0.045411467552185045 0.64993687470753991  0.089999999999999997  -0.72718822956085205         -0.30387711524963379 -0.94873213768005371 -1 0.87969744205474854 0.94030308723449707 -0.74291121959686279 -1 -0.91741591691970825 -0.77435612678527832 -0.87614494562149048 -0.82328647375106812 0.26285457611083984 -1 -1 0.50103020668029785 1 1 -0.57378089427947998 
25    0.04516922434171039 0.6579984029134115  0.070000000000000007  -0.73867487907409668         -0.30387711524963379 -0.63747096061706543 -1 0.87969744205474854 0.94030308723449707 -0.74291121959686279 -1 -0.91741591691970825 -0.77435612678527832 -0.87614494562149048 -0.82328647375106812 0.26285457611083984 -1 -1 0.50103020668029785 1 1 -0.57378089427947998 
26    0.044121623039245592 0.68790980180104577  -0  -0.78194612264633179         -0.30387711524963379 -1 -0.94017904996871948 0.98955976963043213 1 -0.74291121959686279 -1 -1 -1 -0.62732219696044922 -0.69819730520248413 -0.020750105381011963 -1 -1 0.73955059051513672 1 1 -0.57378089427947998 
27    0.042977909247080469 0.6932356134057045  -0.050000000000000003  -0.75003629922866821         -0.30387711524963379 -0.63158339262008667 -0.94017904996871948 0.98955976963043213 1 -0.74291121959686279 -1 -1 -1 -0.62732219696044922 -0.69819730520248413 -0.020750105381011963 -1 -1 0.71788811683654785 1 1 -0.57378089427947998 
28    0.053260952234268175 0.34130439658959705  0.040000000000000001  -0.64265483617782593         -0.76554274559020996 -0.90567624568939209 -1 1 1 0.96807074546813965 -0.98780500888824463 -0.42728590965270996 0.602683424949646 1 1 0.20595157146453857 -1 -1 0.14387691020965576 0.64558374881744385 -0.620868980884552 -0.32290858030319214 
29    0.053085317214330019 0.35689471165339154  -0.050000000000000003  -0.66978174448013306         -0.89146411418914795 -1 -0.8354375958442688 1 1 0.97240996360778809 -0.67402684688568115 -0.53457903861999512 1 1 1 0.084124088287353516 -0.89845025539398193 -0.9408642053604126 0.069115877151489258 -0.53129106760025024 -0.45794355869293213 -0.60041797161102295 
30    0.054326186577479028 0.36290960262219113  0.070000000000000007  -0.52683383226394653         -0.86081647872924805 -0.87594342231750488 -0.90630608797073364 0.95333075523376465 1 1 -0.34933841228485107 -1 0.57951390743255615 1 1 0.21469676494598389 -1 -1 0.64154613018035889 0.086101412773132324 -1 -0.7598721981048584 
31    0.055370807647705064 0.37136074652274448  0.27000000000000002  -0.29325652122497559         -0.54523295164108276 -0.91194522380828857 -0.89094197750091553 0.95132243633270264 0.98002469539642334 0.71553564071655273 -0.26465910673141479 -1 0.98471903800964355 1 1 -0.18831121921539307 -1 -1 0.34148073196411133 -1 -1 -0.7598721981048584 
32    0.054936140775680528 0.3797619839509328  0.23000000000000001  -0.29772007465362549         -0.54523295164108276 -0.82245224714279175 -0.89094197750091553 0.95132243633270264 0.98002469539642334 0.71553564071655273 -0.26465910673141479 -1 0.98471903800964355 1 1 -0.18831121921539307 -1 -1 0.34148073196411133 -1 -1 -0.7598721981048584 
33    0.051418423652648912 0.39217262715101242  0.14999999999999999  -0.32179728150367737         -0.54523295164108276 -0.91194522380828857 -0.89094197750091553 0.95132243633270264 0.98002469539642334 0.71553564071655273 -0.28822112083435059 -1 1 1 0.94913101196289062 -0.18831121921539307 -1 -1 0.34148073196411133 -1 -1 -0.7598721981048584 
34    0.046601374944051088 0.40675743048389751  0.050000000000000003  -0.3556494414806366         -0.86081647872924805 -0.955158531665802 -0.94425326585769653 0.80927431583404541 1 0.8653106689453125 -0.34933841228485107 -1 0.66332578659057617 1 0.99606895446777344 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.76268362998962402 
35    0.049417942762374864 0.41760874167084694  0.080000000000000002  -0.28171423077583313         -0.86081647872924805 -1 -0.90630608797073364 0.80374801158905029 1 1 -0.20184707641601562 -0.81976723670959473 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.89214283227920532 -1 -0.7598721981048584 
36    0.045696477095286035 0.425106739004453  0.01  -0.31676685810089111         -0.86081647872924805 -0.955158531665802 -0.90630608797073364 0.80374801158905029 1 1 -0.34933841228485107 -1 1 1 0.91392648220062256 0.21091294288635254 -1 -1 0.57627904415130615 -0.87317198514938354 -1 -0.7598721981048584 
37    0.050076276063919054 0.4373094116648038  -0.02  -0.29688936471939087         -0.86081647872924805 -0.955158531665802 -0.94425326585769653 0.75108957290649414 1 1 -0.34933841228485107 -1 0.81480169296264648 0.97409951686859131 0.93092072010040283 0.21091294288635254 -0.97386413812637329 -1 0.36909282207489014 -0.89214283227920532 -1 -0.7598721981048584 
38    0.054113050301869692 0.44609035551548004  0.029999999999999999  -0.2106405645608902         -0.54523295164108276 -0.91194522380828857 -0.88963252305984497 0.917022705078125 1 0.91653537750244141 -0.57247918844223022 -1 0.85525810718536377 1 0.90108168125152588 0.069808244705200195 -1 -1 0.31106233596801758 -0.97306829690933228 -1 -0.7598721981048584 
39    0.054001291592915834 0.45495264107982319  -0.01  -0.21132391691207886         -0.54523295164108276 -0.91194522380828857 -0.88963252305984497 0.917022705078125 1 0.97240996360778809 -0.57247918844223022 -1 0.85525810718536377 1 0.90108168125152588 0.069808244705200195 -1 -1 0.31106233596801758 -0.97306829690933228 -1 -0.7598721981048584 
40    0.050354133049646997 0.45968467866381008  -0.029999999999999999  -0.20884211361408234         -0.63038229942321777 -0.93785840272903442 -0.90630608797073364 1 1 1 -0.60518085956573486 -0.93441653251647949 0.8222353458404541 1 0.91392648220062256 0.15865671634674072 -1 -1 0.46648645401000977 -0.96532559394836426 -1 -0.7598721981048584 
